STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REGION,Region,LOCATION,Country,INCOME,Income,VAR,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MEX,Mexico,AIC,All income groups,DF__2,Discrimination in the family,2019,,60.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MEX,Mexico,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,15.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MEX,Mexico,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MEX,Mexico,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,14.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,AIC,All income groups,DF__2,Discrimination in the family,2019,,23.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,21.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,TUR,Türkiye,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,20,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,AIC,All income groups,DF__2,Discrimination in the family,2019,,23.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,21.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,AIC,All income groups,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,4.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,22,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,AIC,All income groups,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,4.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,22,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,AIC,All income groups,DF__2,Discrimination in the family,2019,,27.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,2.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,19.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,AIC,All income groups,DF__2,Discrimination in the family,2019,,27.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,2.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,19.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,AIC,All income groups,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,19.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,12.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,AIC,All income groups,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,19.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,12.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,AIC,All income groups,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,3.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,11.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,AIC,All income groups,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,3.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,AIC,All income groups,DF__2,Discrimination in the family,2019,,26.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,5.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,7.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,24.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,AIC,All income groups,DF__2,Discrimination in the family,2019,,26.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,5.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,7.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,24.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,AIC,All income groups,DF__2,Discrimination in the family,2019,,27.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,11.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,5.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,AIC,All income groups,DF__2,Discrimination in the family,2019,,27.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,11.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,5.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,AIC,All income groups,DF__2,Discrimination in the family,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,2.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,16.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,AIC,All income groups,DF__2,Discrimination in the family,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,2.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,16.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,AIC,All income groups,DF__2,Discrimination in the family,2019,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,13.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,6.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHE,Switzerland,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHE,Switzerland,AIC,All income groups,DF__2,Discrimination in the family,2019,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHE,Switzerland,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,13.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHE,Switzerland,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHE,Switzerland,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,6.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,TUR,Türkiye,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,25.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,TUR,Türkiye,AIC,All income groups,DF__2,Discrimination in the family,2019,,33.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,TUR,Türkiye,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,TUR,Türkiye,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,36.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,BGD,Bangladesh,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,54.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,TUR,Türkiye,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,25.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,TUR,Türkiye,AIC,All income groups,DF__2,Discrimination in the family,2019,,33.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,TUR,Türkiye,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,TUR,Türkiye,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,36.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,TUR,Türkiye,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,20,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,GBR,United Kingdom,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,GBR,United Kingdom,AIC,All income groups,DF__2,Discrimination in the family,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,GBR,United Kingdom,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,GBR,United Kingdom,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,9.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,GBR,United Kingdom,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,6.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GBR,United Kingdom,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GBR,United Kingdom,AIC,All income groups,DF__2,Discrimination in the family,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GBR,United Kingdom,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GBR,United Kingdom,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,9.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GBR,United Kingdom,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,6.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,USA,United States,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,USA,United States,AIC,All income groups,DF__2,Discrimination in the family,2019,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,USA,United States,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,USA,United States,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,10.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,USA,United States,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,22.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,USA,United States,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,USA,United States,AIC,All income groups,DF__2,Discrimination in the family,2019,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,USA,United States,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,USA,United States,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,10.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,USA,United States,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,22.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,AFG,Afghanistan,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,52.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,AFG,Afghanistan,AIC,All income groups,DF__2,Discrimination in the family,2019,,81.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,AFG,Afghanistan,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,39.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,AFG,Afghanistan,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,45.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,AFG,Afghanistan,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,38.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,AFG,Afghanistan,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,52.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,AFG,Afghanistan,AIC,All income groups,DF__2,Discrimination in the family,2019,,81.3,,A,,,,,,,
